,original,paraphrase,similar
102,"Ragnall was most probably among those Vikings expelled from Dublin in 902, whereafter he may have ruled territory in southern Scotland or the Isle of Man.","After he was kicked out of Dublin in 902, Ragnall may have ruled southern Scotland or the Isle of Man.",True
250,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",The establishment of the photography department at the Museum of Modern Art in New York was an important landmark in securing photography's institutional legitimacy.,True
241,He was later contracted with the United States Department of the Interior to make photographs of national parks.,The United States Department of the Interior hired him to take pictures of national parks.,True
80,"As of 2008, it has been translated into six languages and won several awards, including the 2000 Prince Claus Award.",The 2000 Prince Claus Award is one of the awards it has won.,True
296,The crown took an increasing role in the supply of equipment.,"Royalist armies, like those led by James Graham, were mostly composed of conventionally armed infantry with pike and shot.",False
417,"During the Bishops' Wars, Scottish privateers took English prizes.",Saman is Utami's first novel and depicts the lives of four sexually-liberated female friends and a former Catholic priest.,False
494,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.","In the Battle of Corbridge, he fought against the King of Scotland, Constantn mac eda, and he was able to establish himself as the king of York.",False
237,He developed his early photographic work as a member of the Sierra Club.,He used to be a member of the Sierra Club.,True
15,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.",A group of Christian Vikings opposed to Ragnall's paganism challenged his rule immediately.,False
461,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.","Scottish seamen received protection against impressment, but a fixed quota of conscripts was levied from the sea-coast burghs.",True
113,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",His first camera was given to him when he was 12 years old.,False
76,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,The novel was hailed for its depiction of a woman's views of sexuality.,True
408,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.",Saman was written by Ayu Utami in 1998.,False
70,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.","Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and wondered if it was Utami's own work.",True
170,"Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like were published in 2016.",Individuals were expected to provide their own equipment.,False
346,Despite truces with England there were periodic outbreaks of a guerre de course.,King William II's continental wars drew the Scots in.,False
466,There were now Royal Navy patrols in Scottish waters even in peacetime.,The novel was hailed for its depiction of a woman's views of sexuality.,False
38,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","Saman, written in seven to eight months while Utami was unemployed, sold over 100,000 copies and sparked a new literary movement known as sastra wangi.",True
